NO,병원명,병원구분,전화번호,소재지주소,Latitude,Longitude,외래키
617,솔아한의원,한의학과,041-562-7582,충청남도 천안시 서북구 성정공원3길 4 2층 (성정동),36.8261683,127.1413283,18
618,다정부부한의원,한의학과,041-522-7533,충청남도 천안시 서북구 두정로 146 말우물빌딩 6층 601호 (두정동),36.8335991,127.1331415,18
619,사랑부부한의원,한의학과,041-522-7533,충청남도 천안시 서북구 두정로 146 6층 601호 (두정동),36.8335648,127.1330617,18
620,라인앤한의원,한의학과,041-562-0998,충청남도 천안시 서북구 성정중7길 39-1 2층 (성정동),36.828731,127.1373296,18
621,천안경희한의원,한의학과,041-556-8875,충청남도 천안시 서북구 동서대로 129 단국성정빌딩 3층 (성정동),36.826198,127.137777,18
622,평화당한의원,한의학과,041-552-7510,충청남도 천안시 서북구 성정중1길 31 (성정동),36.8298779,127.1337685,18
623,해비치한의원,한의학과,041-574-8275,충청남도 천안시 서북구 쌍용대로 317 2층 (성정동 보현빌딩),36.8256834,127.136947,18
624,늘푸른한의원,한의학과,041-564-1075,충청남도 천안시 서북구 성정중7길 3 극동프라자 4층 (성정동),36.828902,127.1335735,18
625,두정한의원,한의학과,041-563-8875,충청남도 천안시 서북구 서부대로 688 현대프라자 3층 305호 (성정동),36.8284199,127.1335503,18
626,중화당한의원,한의학과,041-578-9907,충청남도 천안시 서북구 쌍용대로 296 3층 (성정동 종근당빌딩),36.8237123,127.1372237,18
627,한마음한의원,한의학과,041-578-0323,충청남도 천안시 서북구 쌍용대로 289-4 2층 (성정동),36.823325,127.1364197,18
628,송두한한의원,한의학과,041-576-6226,충청남도 천안시 서북구 서부3길 3 (성정동),36.8187482,127.1392131,18
629,몸사랑마음사랑한의원,한의학과,041-572-1275,충청남도 천안시 서북구 봉정로 133 대정빌딩 1층 (성정동),36.8140925,127.1414667,18
630,율곡한의원,한의학과,041-577-4687,충청남도 천안시 서북구 도원3길 17 (성정동),36.8202152,127.1349294,18
631,김한의원,한의학과,041-567-1075,충청남도 천안시 서북구 한들3로 85 206호 (백석동 백석메디컬센터),36.8308633,127.1232538,18
632,바비한의원,한의학과,041-621-5333,"충청남도 천안시 서북구 한들3로 78-3 2층 201,202-1호 (백석동)",36.8307911,127.1239391,18
633,한덕희한의원,한의학과,041-575-8577,충청남도 천안시 서북구 성정로 82 (성정동),36.8135482,127.1391703,18
634,홍종민한의원,한의학과,041-523-1075,충청남도 천안시 서북구 백석로 99 2층 201호 (백석동),36.8240784,127.1227321,18
635,임제당한의원,한의학과,041-564-3375,충청남도 천안시 서북구 3공단6로 58-5 (차암동),36.8412698,127.1048143,18
636,힐링톡한의원,한의학과,041-564-0300,충청남도 천안시 서북구 한들2로 8 4층 (백석동),36.8235834,127.1188973,18
637,열린부부한의원,한의학과,041-572-0075,충청남도 천안시 서북구 봉서5길 1 3층 (쌍용동),36.8076328,127.1318054,18
638,소울한의원,한의학과,041-551-9400,충청남도 천안시 서북구 한들1로 20 1층 (백석동),36.8243099,127.1158652,18
639,김인한의원,한의학과,041-571-7002,충청남도 천안시 서북구 봉명로 30 2층 (쌍용동),36.8072981,127.1317532,18
640,경희약손한의원,한의학과,041-903-1075,충청남도 천안시 서북구 봉명로 20 2층 202호 (쌍용동),36.7963884,127.1281473,18
641,중경한의원,한의학과,041-557-6074,충청남도 천안시 서북구 다가말3길 30 참빛빌딩 1층 (쌍용동),36.7980987,127.1340575,18
642,하늘마음한의원,한의학과,041-577-7582,충청남도 천안시 서북구 충무로 215 진솔빌딩 2층 (쌍용동),36.7971622,127.1293807,18
643,튼튼한의원,한의학과,041-574-1070,충청남도 천안시 서북구 불당대로 265 3층 (쌍용동),36.8005966,127.1257916,18
644,청솔한의원,한의학과,041-575-1075,충청남도 천안시 서북구 불당대로 269 3층 304호 (쌍용동),36.8003023,127.1259311,18
645,천안동의보감한의원,한의학과,041-571-7510,충청남도 천안시 서북구 쌍용11길 47 2층 (쌍용동),36.8021969,127.1240709,18
646,미소로한의원,한의학과,041-572-1075,충청남도 천안시 서북구 충무로 205 다선빌딩 (쌍용동),36.7966424,127.1286679,18
647,한음한방신경정신과한의원,한의학과,041-579-1079,충청남도 천안시 서북구 충무로 205 3층 (쌍용동 다선빌딩),36.8006931,127.1224079,18
648,길한의원,한의학과,041-571-8037,충청남도 천안시 서북구 봉서산1길 41 (쌍용동),36.8070727,127.1185454,18
649,천안사랑인한의원,한의학과,041-592-2600,충청남도 천안시 서북구 충무로 204 일송빌딩 3층 (쌍용동),36.7960791,127.1291326,18
650,수이강플러스한의원,한의학과,041-565-2488,"충청남도 천안시 서북구 불당25로 182 4층 406,407호 (불당동)",36.8173067,127.1087044,18
651,달천한의원,한의학과,041-572-7533,충청남도 천안시 서북구 충무로 200 (쌍용동),36.795816,127.1287442,18
652,스마일키즈한의원,한의학과,041-523-5205,충청남도 천안시 서북구 불당25로 176 4층 401호 (불당동),36.8162185,127.1091163,18
653,연이재한의원,한의학과,041-576-7582,충청남도 천안시 서북구 불당25로 176 4층 404~407호 (불당동),36.8162185,127.1091163,18
654,홍한의원,한의학과,041-571-5900,충청남도 천안시 서북구 불당대로 260 3층 (쌍용동 하이렉스타운),36.7995265,127.1241599,18
655,좋은일한의원,한의학과,041-417-7379,충청남도 천안시 서북구 불당22대로 92 마블러스티타워 4층층 401호 (불당동),36.8153065,127.1088223,18
656,함소아한의원,한의학과,041-565-0070,충청남도 천안시 서북구 불당22대로 86 마블러스에스타워 3층 301호 (불당동),36.8154437,127.108126,18
657,도본한의원,한의학과,041-592-1775,충청남도 천안시 서북구 쌍용12길 10-4 쌍용쇼핑 2층 (쌍용동),36.8030083,127.119563,18
658,365경희한의원,한의학과,041-565-1000,충청남도 천안시 서북구 불당22대로 67 강남프라자 5층 502호 (불당동),36.8165089,127.1065549,18
659,해율한의원,한의학과,041-573-4646,충청남도 천안시 서북구 불당21로 67-18 (연세메디컬스퀘어) 4층 405호 (불당동),36.8142195,127.1083959,18
660,굳건한의원,한의학과,041-573-1075,충청남도 천안시 서북구 월봉로 134 203호 (쌍용동),36.8025965,127.1191429,18
661,도원한의원,한의학과,041-575-7682,충청남도 천안시 서북구 충무로 175 4층 (쌍용동 금정빌딩),36.8006931,127.1224079,18
662,닥터차한의원,한의학과,041-576-0075,충청남도 천안시 서북구 월봉로 132 2층 (쌍용동),36.8023576,127.1190918,18
663,심기쁨한의원,한의학과,041-555-8875,충청남도 천안시 서북구 불당21로 67-12 퍼스트프라자 3층 301호 (불당동),36.8135231,127.1083433,18
664,생기한의원,한의학과,041-566-1071,충청남도 천안시 서북구 불당25로 146 리치타워 4층 401호 (불당동),36.8142258,127.1077236,18
665,상쾌한한의원,한의학과,041-622-4375,"충청남도 천안시 서북구 불당11로 101 (불당동,2층)",36.8052085,127.1159299,18
666,보원경희한의원,한의학과,041-574-7510,충청남도 천안시 서북구 월봉로 126 대림프라자 3층 (쌍용동),36.8018521,127.1189872,18
667,큰나무한의원,한의학과,041-522-8088,충청남도 천안시 서북구 불당25로 142 골든프라자 3층 305호 (불당동),36.8138368,127.1075299,18
668,더예그린한의원,한의학과,041-562-1075,충청남도 천안시 서북구 불당21로 71 503호 (불당동),36.8129586,127.1081765,18
669,아이누리한의원,한의학과,041-561-0380,충청남도 천안시 서북구 불당21로 71 3층 303호 (불당동),36.8129586,127.1081765,18
670,설담한의원,한의학과,041-556-7533,충청남도 천안시 서북구 불당17길 27 3층 (불당동),36.8097434,127.1108315,18
671,힐링미한의원,한의학과,041-592-1275,충청남도 천안시 서북구 불당33길 24 리앤시티 6층 601호 (불당동),36.8124332,127.108082,18
672,해맑은한의원,한의학과,041-417-7585,"충청남도 천안시 서북구 불당21로 65 301,302,303,308호 (불당동)",36.8130966,127.1074085,18
673,인동한의원,한의학과,041-522-8075,"충청남도 천안시 서북구 검은들3길 60 (불당동,3층)",36.8098732,127.1101673,18
674,대나무한의원,한의학과,041-523-9633,충청남도 천안시 서북구 검은들3길 58 3층 (불당동),36.8099394,127.1098332,18
675,송광한의원,한의학과,041-575-0920,충청남도 천안시 서북구 충무로 158-5 조일빌딩 (쌍용동),36.793351,127.1254407,18
676,약선한의원,한의학과,041-522-1079,충청남도 천안시 서북구 검은들3길 52 303호 (불당동),36.8100413,127.1093182,18
677,휴한의원,한의학과,041-622-8258,"충청남도 천안시 서북구 검은들3길 46 302,303호 (불당동)",36.8105269,127.1086452,18
678,경희상록수한의원,한의학과,041-579-3375,충청남도 천안시 서북구 쌍용17길 53 2층 (쌍용동),36.7957581,127.122812,18
679,사암불당한의원,한의학과,041-566-8118,"충청남도 천안시 서북구 검은들3길 48 (불당동,2층)",36.8101427,127.1088061,18
680,나음누리한의원,한의학과,041-579-7510,충청남도 천안시 서북구 월봉로 94 201호 (쌍용동),36.7989542,127.1184766,18
681,아이리더한의원,한의학과,041-552-7355,충청남도 천안시 서북구 월봉로 75-20 2층 (쌍용동),36.7987155,127.1177367,18
682,예소담한의원,한의학과,041-564-7582,"충청남도 천안시 서북구 불당4로 53 (불당동,2층)",36.8067053,127.1100367,18
683,늘푸른경희한의원,한의학과,041-579-1075,충청남도 천안시 서북구 월봉로 83 3층 (쌍용동),36.7982231,127.1178681,18
684,길상한의원,한의학과,041-573-3075,충청남도 천안시 서북구 충무로 130 2층 (쌍용동 환산빌딩),36.8006931,127.1224079,18
685,드림한의원,한의학과,041-575-0008,충청남도 천안시 서북구 월봉4로 88-12 (쌍용동),36.7946003,127.115831,18
686,화타손한의원,한의학과,041-566-1075,충청남도 천안시 서북구 월봉11길 20 2층 (쌍용동 안국빌딩),36.7896743,127.1177567,18
687,태화당한의원,한의학과,041-557-4643,충청남도 천안시 서북구 월봉1길 16 오성빌딩 2층 202호 (쌍용동),36.7884414,127.1170097,18
